Username,Lesson Name,Teacher Name,Text,Point
lasentinelle,FR201,Pinar Pektaş,"Derslere gelmiyor. Gelemeyeceğini de bazen söylemiyor bile. Nerdeyse dönem ortasındayız hala revizyon yapıyor, yeni konulara geçmedi ve vocabulaire hak getire zaten. Çok kötü. Böyle olacağını az çok tahmin etmiştim aslında ama fransızcaya devam etmek için almıştım dersi. Kötü bir karar oldu sanırım.",0
utakata,FR101,Pinar Pektaş,utakata FR101 dersini Pinar Pektaş hocasından şiddetle önermiyor.,0
flaner,FR202,Pinar Pektaş,"Asla bir daha karşılaşmak istemeyeceğim hocalardan biri kendisi. Online dönemde dersini aldım ve ilk 2 hafta ders işlemeyi geçin kendisi bize haber bile vermedi. Çok düzensiz bir hoca ders olup olmadığını ders saatinden 2-3 dk önce haber verir. Derste kitaptan da işlemez, grammer konularını da youtube videoları atarak izletiyordu.",0
skvf,FR101,Pinar Pektaş,skvf FR101 dersini Pinar Pektaş hocasından kesinlikle öneriyor.,1
loveonthebrain,FR101,Pinar Pektaş,loveonthebrain FR101 dersini Pinar Pektaş hocasından kesinlikle öneriyor.,1
uydam,FR101,Pinar Pektaş,"Pınar hocanın notu boldur, öğrenci dostudur, halinizden anlar. Dersler keyifli geçer, genel olarak ödevler de çok zor olmaz. Rahat rahat geçersiniz az buçuk ilgiliyseniz.",1
lordcohen,FR101,Pinar Pektaş,"pınar hoca iyidir, dünya tatlısıdır. hocadan ziyade arkadaştır duygusal paylaşımı önemser. asla kızmaz, öğretmeye çalışır. ödevleri bayağıdır, günlük rutinlerdir ve genelde kontrol etmez sorar geçer. öğrenip öğrenemediğinizi kontrol etmek ister ama ne var ki sistemsizdir. daldan dala atlar, net bi materyali yoktur ve takip ederken zorlanırsınız. sistemli ilerlemez, nereden başladık nereye geldik fark edemezsiniz. bi konu kaçırsanız onu bile belirleyip çalışamazsınız. iyi hoca, tam bilgi, ama öğreticiliği tartışılır",0.5
tarantuladegil,PSY228,Ayşecan Boduroğlu,"iyi anlatır, zor sorar. slayt okuyarak maksimum CC'leyebilirsiniz. düzenli katılım ve çalışma gerektiren bir derstir. psikoloji öğrencileri için oldukça gerekli, ama hss/unrestricted elect. arayan arkadaşlara başka diyarları tavsiye ederim.",1
yellow,PSY228,Ayşecan Boduroğlu,yellow PSY228 dersini Ayşecan Boduroğlu hocasından kesinlikle öneriyor.,1
dionysus,PSY228,Ayşecan Boduroğlu,"Dersin konuları ilgi çekici, hocası da tatlı. Ders kesinlikle slayt okuma dersi gibi geçmiyor. Ancak ders biraz dağınık işleniyor: belirli bir ders kitabı kullanmadığımız ve bunun yerine kısa kısa makaleler okuduğumuz için bilgileri kafamda organize etme konusunda zorlanmıştım ve bu nedenle büyük ihtimalle çoğu bilgiyi kısa sürede unutacağım. Dersin sınavları kolay değildi (özellikle finalde süre çok kısıtlı ve sorular çok uzundu) ancak derslerde not alıp sınav yaklaştığında tüm videoları izlerseniz ve şansınız da yaver giderse AA alabilirsiniz. Verilen ödevleri yaparken özen gösterin, hoca puan vermeyebilir.",1
PR7MF892A,PSY228,Ayşecan Boduroğlu,"Önemli bir temel ders. 2. sınıfta alanlar bir sürü kavramla ve deney örneğiyle yeni tanışacağı için bir tık yoğun ve zor gelmesi mümkün. Fazla çalışma gerektirebilir ama bir o kadar da keyiflidir. Bir derse sığdırılabilecek kadar bilişsel psikoloji konusu ve materyali sığdırılmış, konuları ilgi çekici. Sınavları çoktan seçmeli ama pek kolay değil, iki de kısa ödevi var. Hoca çoğunluğun durumuna bakarak curve veya esnek bir katalog yapabiliyor. Ayşecan hocaya karşı bu ders özelinde oldukça nötrüm. Olması gerektiği kadar iletişim kurar, dönem dönem maillere çok geç döndüğü olur. Online dönemde iyi ders anlattığını düşünüyorum. Dönem boyunca dersleri kaydedip hızlıca yükledi.",1
xeb,PSY228,Ayşecan Boduroğlu,xeb PSY228 dersini Ayşecan Boduroğlu hocasından ne iyi ne kötü buluyor.,0.5
ceku,ED101,Aylin Buran,ceku ED101 dersini Aylin Buran hocasından kesinlikle öneriyor.,1
Leyligul,ED101,Aylin Buran,Bu dersi yazın Aylin hocadan almistim iyi ki öyle olmuş dönemde millet çok zorlandı ben yazın aa ile geçtim. Derse ilk başta calisiyordum ama midtermden sonra çalışmadım dersi düzenli girdim sınavı take home yapmıştı bu yüzden ona göre yazdım notu bol bir hoca dersi slayt üzerinden gidiyordu slaytin özetini yukluyordu. Bence yazın açılırsa ve Aylin hoca verirse direkt alın dönemde zorlanırsınız. Hadi kolay gelsin,1
kilyosuozledim,ED101,Aylin Buran,Derste anlattıklarına atıf yaparak derse girdiğinizi belli edecek şekilde sınavdaki sorulara cevap verirseniz gayet yüksek not alırsınız. Notu da boldur. Derste kendi hayatından ve boğaziçinden verdiği örnekler çok güzel ancak dersin geneline bakarsak verimli geçmiyor. Sohbet havasında bir şey anlatırken çok iyi akılda kalıyor ama ekran paylaşımı açıp slaytlardan anlattığında dedikleri bir kulağımdan girip diğerinden çıktı. Bazı olumsuzluklara rağmen iyi bir hoca. Ders alma şansınız varsa alın derim.,1
meryl,ED101,Aylin Buran,meryl ED101 dersini Aylin Buran hocasından kesinlikle öneriyor.,1
anonim2018,ED101,Aylin Buran,"Öğrenciyi kasmaz, dersi öğrenmenizi ister. Notu boldur, aşırı ineklemeden azcık çaba gösterirseniz AA alabilirsiniz. Teorileri anlatırken gerçek hayattan hatta bazen kendi deneyimlerinden bile örnek verir. Slaytları özet olarak yükler, bundan dolayı derste not tutmanız sizin açınızdan iyi olabilir. Online dönemde aldığımdan sınavlar takehome formatında olmuştu. Düzgün APA kullanımı ve bizzat hocanın yararlandığı (slaytlarda da yer alan kaynaklardan veya alıntılardan bulabileceğiniz kaynaklardan) yararlanarak yazarsanız tam puan alma ihtimaliniz çok yüksek.",1
derek,MATH131,Ekin Özman Karakurt,derek MATH131 dersini Ekin Özman Karakurt hocasından kesinlikle öneriyor.,1
sendikaaal,MATH131,Ekin Özman Karakurt,"Ekin hoca son derece yetkin ve anlayışlı biri. Yoklama ve ""dersi dinliyor mu acaba?"" niteliğindeki pop quizleri derse katılmaya teşvik ediyor. Ders işleyişi daha önce yazıldığı gibi biraz hızlı, ben tahtanın fotoğrafını çekip sonradan deftere geçirmeyi tercih ediyorum. Aksi halde dinleyip yazmak bana zor geliyor. Yine de verdiği bilginin veya tanımın pekişmesi için zaman veriyor ve örneklerle destekliyor.",1
honeyleaf,MATH101,Ekin Özman Karakurt,"Bir yaz okulunda ondan almak nasip olmuştu. Dersleri çok iyi anlatıyor, anlamazsanız da güzelce açıklıyor. Fakat derse katılmanız ve dinlemeniz gerekiyor. Dinlerseniz ve çalışırsanız iyi bir not alabilirsiniz.",1
nickbulamadm,MATH102,Ekin Özman Karakurt,nickbulamadm MATH102 dersini Ekin Özman Karakurt hocasından kesinlikle öneriyor.,1
st-er,MATH102,Ekin Özman Karakurt,st-er MATH102 dersini Ekin Özman Karakurt hocasından kesinlikle öneriyor.,1
muzlusut,MATH323,Ekin Özman Karakurt,muzlusut MATH323 dersini Ekin Özman Karakurt hocasından kesinlikle öneriyor.,1
kuzeykafeterya,MATH102,Ekin Özman Karakurt,"Zamanını çok verimli kullanır ve diğer hocalara göre daha hızlı gider, buna rağmen sık sık dönüp anlamadığınız yerleri sorar ve en temel soruları bile cevaplar. Konular başka bir boyuta evrilmeye başladığı anda hemen kısa bir tekrar yaparak ve örnek sorular çözerek geride kalmadığınızdan emin olur. Online dönemde de en çok yardımcı olan ve öğrencilere kolaylık sağlamaya çalışan hocalardan oldu Ekin hoca. Siz de özverili davranıp düzenli tekrar yapar ve kitaptaki soruları çözerseniz geçmekte çok fazla zorlanmazsınız.",1
intihalsiz,MATH102,Ekin Özman Karakurt,"Dersi de Ekin hocayı da çok beğeniyorum. İdealist öğretmen kavramının somut hali olduğunu düşünüyorum. Disiplinli ama çalışkan, öğrencilerine önem veren bir öğretmen. Ayrıca matematik bölüm başkan yardımcısı. Uzaktan eğitimde kurul kararlarını çok takdir etmiştim. Biraz hızlı anlatıyor ama bir bakıma daha iyi bence. Ayrıca amfide mikrofonu en (tek) iyi kullanan akademisyen odur.",1
adiitu,MATH102,Ekin Özman Karakurt,Ders anlatımı çok hızlı sizi sıkmıyor boğmuyor. Not alırken yorulabilirsiniz hızlı not tutmanız lazım ama iyi anlatır ve sorularla da pekiştirir kafanızda. Diğer hocalara göre çok hızlı gider bir bakmışsınız diğer sınıflardan 3 konu ileridesiniz ama eksi nokta olduğunu düşünmüyorum yavaş derslerde benim gibi içi bayılan ve odaklanamayan biriyseniz.,1
cileklimax,HTR311,Sevtap Demirci̇,buddy'de şiddetle önerenlere sövdüm tüm dönem <3,0
Boleo27,HTR311,Sevtap Demirci̇,Boleo27 HTR311 dersini Sevtap Demirci̇ hocasından kesinlikle öneriyor.,1
cenkyilmaz,HTR311,Sevtap Demirci̇,cenkyilmaz HTR311 dersini Sevtap Demirci̇ hocasından kesinlikle öneriyor.,1
soyeru,HTR311,Sevtap Demirci̇,soyeru HTR311 dersini Sevtap Demirci̇ hocasından kesinlikle öneriyor.,1
sarimsakcioglu,HTR312,Sevtap Demirci̇,"Çok çok tatlı ama keşke moodle'a da herhangi bir şey yüklense :""))",1
anonim_mis,HTR312,Sevtap Demirci̇,Hem konuya aşırı derece hakim hem de Türk tarihini ve Atatürk'ü çok iyi anladığını her cümlesiyle hissettiriyor. Dersleri aşırı öğretici ve ufuk açıcı,1
esra,HTR312,Sevtap Demirci̇,"Anlattığı konunun her ayrıntısını biliyor bence, her ayrıntısını anlatmıyor tabii ama siz hissediyorsunuz bu bilgiyi, yaşıyor çünkü anlatırken. Paper yazıyorsunuz, her derse katılana bir çiçek, ders içi sorduğu ""çiçek vereceğim"" dediği soruların birini bile doğru cevaplarsanız bir çiçek daha. Her çiçek +1 harf notu demek. Yani BB alsanız bile bu çiçeklerle AA'ya yükselebilir notunuz. Güler yüzlü biri.",1
intihalsiz,HTR311,Sevtap Demirci̇,"Üç heceyle: HA-Rİ-KA! O kadar bilgili ve kültürlü ki derslerine girdikten sonra bir aydınlanma yaşayacağınız kesin. Üstelik kendisi Lozan hakkında doktora yapmış, yapmakla kalmamış, Lozan'la ilgili her şeyi didik didik incelemiş ve bunlardan elde ettiği bilgilerin neredeyse hepsini bizimle paylaşmıştır. Dolayısıyla kendisinden özellikle 311 dersini almak ayrıcalık ve yaşamda bir artıdır. Dersler sohbet havasında geçer, konuları bir öykü anlatırcasına ve coşkuyla anlatır.  Notlandırmasına gelince: dönem içinde bir ödev ister ve final için de sorduğu birkaç sorudan birini yanıtlamamızı ister. İkisinin ortalamasını alır, katalog not sistemine göre ilk puanını verir. Örneğin birinden 75 öbüründen 85 aldıysanız ikisinin ortalaması 80, yani BB oluyor. Ama, derslerde sürekli yoklama alır ve bütün derslerine katılım sağlarsanız bir harf notu yükseltiyor: yani bu örnekte BA oluyor. Bitmedi, derslerde bazen sorular sorar ve doğru yanıtlayanlara çiçek verir. Bu çiçek de artı bir harf notu demek ve bu örnekte AA oluyor.   Biraz daha övmek isterdim ama sözcüklerle anlatamam canım Sevtap hocamı.",1
Muhabir,SOC209,Juho Korhonen,"Bölümdeki diğer hocalar dahi Sn. Korhonen hakkında ""Yahu o adamla biz bile iletişim kurmakta güçlük çekiyoruz."" demiştir. Kendisi gerçekten de anlaması ve derdini anlatması zor bir insandır. Öte yandan CB filan beklediğim dersten son dakika AA vererek beni dumur ettiği için içimden kendisine çok fazla sövmek de gelmiyor. Ancak dersin konusunu ve okumalarını yetersiz, hatta yer yer doğrudan doğruya hatalı bulduğumu söylemem gerek. Özetle pek alınacak ders değil, ancak alırsanız biraz uğraşırsınız ama epeyi tatmin edici bir not alırsınız diye tahmin ediyorum.",0
zerriniffet,SOC209,Juho Korhonen,"Bu ders bu dönem beni çıldırttı. Ve bölüm dersim bile değil. Bu dönem neden bu kadar zorlandım diye düşünüyordum ve geriye dönüp bakınca bu dönem ağlama krizlerine girmemin tek sebebi soc209'muş. Derste ""anladım galiba her şey çok iyi"" diyorsun. Ödevlere gelince ""ben galiba aptalım"" demeye başlıyosun. Hoca gerçekten çok fazla şey bekliyor. Ne beklediğini anlamak ayrı bir dert. İki tane book review ödevi veriyor ama sınıfça hocanın ne beklediğini birbirimize sorduğumuzda asla bir sonuca ulaşamayarak ilk ödevde hepimiz patladık. İkinciyi çok daha iyi yazdım. Galiba dersin son haftasında hocanın ne istediğini azıcık anladım. Bu dersi AA ile geçtim ama at what cost arkadaşlar?!!! Soc derslerinin okuması fazladır, tamam ama bari biraz değişik şeyler okusaydık. Bir felsefe öğrencisi olarak söylüyorum bu dersin okumaları beni çok sıktı. Okumalarının çoğu aynı şeyi tekrar tekrar, rüyalarınıza girecek şekilde anlatıyor. Okumalara sınıftakilerle beraber karar verdiğimiz iki hafta vardı, o haftaların okumaları çok güzeldi. Bu kadar. Acı çekmek, ağlayarak sunum yapmak, okuma yetiştiricem diye çatlamak istemiyorsanız almayın bu dersi.",0
papalagi,SOC209,Juho Korhonen,papalagi SOC209 dersini Juho Korhonen hocasından şiddetle önermiyor.,0
canplt07,SOC209,Juho Korhonen,canplt07 SOC209 dersini Juho Korhonen hocasından kesinlikle öneriyor.,1
canplt07,SOC379,Juho Korhonen,canplt07 SOC379 dersini Juho Korhonen hocasından kesinlikle öneriyor.,1
PR7MF892A,PSY304,Yasemin Sohtorik İlkmen,"İyi biridir, abnormal psychology anlatırken harikalar yaratır mesela -kendi alanı-, ama PSY 304 alınacak bir hoca asla değil. Kesinlikle en çok önem vermeniz gereken bölüm derslerinden biri bu ve dönem sonunda notum iyi gelse de yeteri kadar verim alamadığımı hissettim ben, projeyi yaparken sürekli bir zaman yönetememe sorunu, iletişimsizlik ve belirsizlik hakimdi. Writing ödevlerine verdiği feedbackler çok özenliydi, o konuda hakkını yiyemem. PSY 304'ü açtığı ilk yıl ondan almıştım bir de. Belki deneyimsizliktendir ve şimdi daha iyidir, yine de section değiştirme seçeneğiniz varsa bence değiştirin -ki genelde olmaz, soyadınıza göre düzenlenir.",0
xsalihanur,PSY690,Yasemin Sohtorik İlkmen,xsalihanur PSY690 dersini Yasemin Sohtorik İlkmen hocasından kesinlikle öneriyor.,1
anka,PSY363,Yasemin Sohtorik İlkmen,Yasemin hoca bu dersi çok güzel anlatıyor. Dersin okumaları da şahane. Bence dersin bu dönemki grading metodu pek iyi değildi. 10ar soruluk 6 quiz ve bir de 40 soruluk final sınavı vardı. Dolayısıyla yanlış yaptığınız her bir soru harf notuna etki ediyordu. Bu biraz tatsız idi ancak sorular öyle çok zor değildi. Bu dersi Yasemin hoca açıyorsa kaçırmayın derim.,1
mafuyu,PSY363,Yasemin Sohtorik İlkmen,mafuyu PSY363 dersini Yasemin Sohtorik İlkmen hocasından kesinlikle öneriyor.,1
aysegul,PSY363,Yasemin Sohtorik İlkmen,"Yasemin hoca güzel ders anlatan, birçok noktada kolaylaştırıcı ve anlayışlı bir hoca. Bu dönem ders kalabalık olduğu için midterm yerine her birinde 10 tane çoktan seçmeli sorduğu 6 tane quiz yaptı (60%) ve 40 çoktan seçmeli soruluk bir final yaptı (40%). Dersin okumalarının biraz fazla olduğunu da belirtmek isterim. Çoğunlukla derste anlattıklarından sorsa da okumalardan da sorular vardı. İçeriğinden ve okumalarından fazlasıyla keyif aldığım bir dersti.",1
PR7MF892A,PSY363,Yasemin Sohtorik İlkmen,"Harika bir hocadır. İletişime açıktır. Çok iyi ders anlatır.  Dersi ilk açtığında sınavları kısa essayler şeklindeydi, değiştirir mi bilmiyorum.",1
nickim,HUM101,Gülşah Günata,nickim HUM101 dersini Gülşah Günata hocasından şiddetle önermiyor.,0
dente,HUM101,Gülşah Günata,"Derste hoca gerçekten bilgi vermiyor, yorum da yapmıyor. Okumalarla birlikte verilen questionlara yazdığımız soruları okuyoruz ve ders bitiyor. Çok sıkıcı geçiyo dersler, başka bi hocadan alsaydım nasıl olurdu diye düşünmeden edemiyorum.",0
isyanqarbeLa,HUM101,Gülşah Günata,"kötü hoca. zaten bu sene dışarıdan transfer edilmiş sanırım. tamamen kültür üzerine dayalı bi ders veriyor ama gerçekten pek bişey bildiği yok, derslerinin nerdeyse hepsini ezbere anlatıyor. daha önceden çalışıyp geliyor ve çalışmadığı yerden soru gelince öylece kalıyor, bilgi vermeyi geçtim yorum bile yapamıyor. hum101 güzel ders ama gülşah günata'dan almak benim için talihsizlik oldu, son derece zevksiz geçiyor dersler. bahar dönemi hum102 alıcam ama mutlaka başka hocadan almak lazım. ayrıca genre kelimesini ""cenre"" diye telaffuz ediyor :(",0
dddddd,HUM101,Gülşah Günata,dddddd HUM101 dersini Gülşah Günata hocasından kesinlikle öneriyor.,1
TheStig,HUM101,Gülşah Günata,TheStig HUM101 dersini Gülşah Günata hocasından kesinlikle öneriyor.,1
musasow31,HUM101,Gülşah Günata,"İyi not almak için derste kamera açmak ve arada bir konuşmak önemli. Sınavları güzel puanlıyor. Dersler de genel olarak zevkli geçti ama zevk almak için okumaları dersten önce yapmak gerçekten önemli. Çok büyük bir çaba gerektirmiyor, biraz uğraş ile güzel vakit geçirip iyi bir not alabilrsiniz bence.",1
pisipisi,HUM101,Gülşah Günata,"Formatından kaynaklı olarak tartışma ve fikir alışverişiyle ilerleyen bir ders, dolayısıyla sırf hocanın lecture vermesini beklemek anlamsız olur. Derse katılan öğrenciler az çok ilgili ve bilgili öğrencilerse zevkli geçiyor gayet, ama herkes suskun oturursa hocanın da yapacak bir şeyi kalmıyor. Anlayışlı ve iyi not veren biri. Her hafta okumalardan quiz oluyor, onları halledecek kadar çalıştığınızda bu dersle ilgili sıkıntı çekeceğinizi düşünmüyorum, devamsızlık konusunda fazla katılar ama.",1
tenacke,CMPE160,Tuna Tuğcu,tenacke CMPE160 dersini Tuna Tuğcu hocasından kesinlikle öneriyor.,1
yardkau,CMPE322,Tuna Tuğcu,yardkau CMPE322 dersini Tuna Tuğcu hocasından kesinlikle öneriyor.,1
bemylover,CMPE160,Tuna Tuğcu,notlandırmaya değil öğretmeye odaklı bir dönemdi.,1
cebi2779,CMPE322,Tuna Tuğcu,"Tuna hoca derste notlandırmaya değil, öğretmeye odaklandı. Ders videolarını önceden youtube'a yükledi, bu dersleri izleyip sorularınızı tek saatlik derste sormanızı bekledi. Dönem başında 7-8 kişilik gruplar oluşturdu, iki saatlik derslerde önceden verdiği sorular üzerinden haftalık discussion'lar yaptı, discussion'lardan sonra küçük quizler vardı. Discussion ve quizler gözünüzü korkutmasın, hoca dediğim gibi notlandırmaya pek takılmadı. Dersle ilgili tek sıkıntı grup içi iletişim sorunları ve bazen Tuna hocanın ders videolarını ve discussion sorularını geç yayınlamasıydı. Dersin projeleri güzel ve öğreticiydi. Asistan Selen hoca da çok yardımcı oluyordu. Genel anlamda güzel ve öğreticiydi, notlandırmanın sıkıntı olmaması çok güzeldi.",1
k,CMPE322,Tuna Tuğcu,"tuna hocam allah aşkına midtremü harf notlarının son açıklanma gününde açıklamayın. Tamam yoğun olabilirsiniz, ama bu öğrenciye saygısızlıktır.  Soruları falan çok random sorar, derste anlatımı dersle alakasız şeyleri sınavda sorar. notu boldur.",1
Recai,CMPE160,Tuna Tuğcu,Recai CMPE160 dersini Tuna Tuğcu hocasından ne iyi ne kötü buluyor.,0.5
k,CMPE160,Tuna Tuğcu,"Online olmayan dönemde de her şey çok belirsizdi, 3. projeyi gönderdiğimizde notların girilmesine 3 gün vardı. zaten projeyi final döneminde vermişlerdi. Hiç sanmıyorum okuduklarını.",0.5
dumpkoffhalis,CMPE160,Tuna Tuğcu,Her şey normal giderken haziranda neye uğradığımı şaşırdığım ders. Online olmayan dönemde bu kadar belirsiz olmuyordur diye umuyorum.,0.5
toxicity2,SOC101,Birgan Gökmenoğlu,toxicity2 SOC101 dersini Birgan Gökmenoğlu hocasından şiddetle önermiyor.,0
promethe_a,SOC101,Birgan Gökmenoğlu,promethe_a SOC101 dersini Birgan Gökmenoğlu hocasından kesinlikle öneriyor.,1
ariadne,SOC101,Birgan Gökmenoğlu,"Birgan hocadan 2020 yazında soc101 aldım. Çok genç biri, ingilizcesi çok anlaşılır. Okumalar belki de aldığım ilk ders olduğu için çok hoşuma gitmişti. Syllabusı bu yaz biraz değiştirmiş notlandırma bakımından fakat okumalar büyük ölçüde aynı. Dersler iyi planlanmıştı, her hafta küçük etkinlikler yaptırıp onlar üzerinden puanlama yaptı. Grup çalışmaları da vardı bunların arasında. Derslere her hafta konunun alanından bir konuk getirdi, bence harika bir fikirdi. Feedback alabileceğiniz, ulaşabileceğiniz birisi. 101 için doğru biri olduğunu düşünüyorum. <3",1
anonim,SOC101,Birgan Gökmenoğlu,anonim SOC101 dersini Birgan Gökmenoğlu hocasından ne iyi ne kötü buluyor.,0.5
baykus,SOC101,Birgan Gökmenoğlu,"her hafta okuma veriyor ve okumamanız mümkün değil, çünkü her hafta grup ödevi yapıyorsunuz ve derste de verdiği okumalarla ilgili breakout roomlara ayırıp konuşmanızı istiyor. bu sebepten dolayı da çok verimli bir ders, bir şeyler öğrenmemeniz mümkün değil. keyifliydi ancak yorucu sayılabilir.",0.5
ismailabi,ENGL105,Myrto Drizou,ismailabi ENGL105 dersini Myrto Drizou hocasından kesinlikle öneriyor.,1
portofmorrow,ENGL105,Myrto Drizou,portofmorrow ENGL105 dersini Myrto Drizou hocasından kesinlikle öneriyor.,1
beabee,ENGL105,Myrto Drizou,"Biz konuşurken ya da kendisi bir edebi eseri incelerken gözleri pırıl pırıl parlıyor ve yüzünden gülümsemesini hiç eksik etmiyor. Edebiyatı resmen yaşıyor ve o coşkuyu bize aktarabildiği için de dersin daha iyi geçtiğini düşünüyorum. Kendi fikrimizi sunmamız noktasında da çok cesaretlendirici. Metinleri gayet iyi ve detaylı (bazen çok detaylı) inceliyoruz. Quizleri de kısa kolay quizler oluyor. Yapmış olmak için yaptığından şüpheneliyorum :D ha bi de dersi sürekli ziyaret eden kedisi nefes var =^-^= günüm tatlı geçsin, edebiyat zevkim de o sırada gelişsin diyorsanız drizou hocadan ders alın, aldırın",1
sizzlingfuzz,ENGL105,Myrto Drizou,sizzlingfuzz ENGL105 dersini Myrto Drizou hocasından kesinlikle öneriyor.,1
bosadam,EL101,Myrto Drizou,Kendisi çok tatlı ve sakin biridir. Dersi de oldukça iyi geçer. Derse gelmeden önce notlara bakarsanız ve konuşmalara dahil olursanız daha da eğlenceli geçer. Sınavları ne kolay ne zor bence.,1
vaveyla,SFL21B,Gülüzar Öztürk,vaveyla SFL21B dersini Gülüzar Öztürk hocasından kesinlikle öneriyor.,1
vaveyla,SFL22B,Gülüzar Öztürk,vaveyla SFL22B dersini Gülüzar Öztürk hocasından kesinlikle öneriyor.,1
güneyyokuş,SFL12A,Gülüzar Öztürk,"hazırlığı geçmemde çok büyük katkısı olan, aşırı cool hocamızdır.",1
anlattım,SFL12A,Gülüzar Öztürk,dünyanın en tatlı hazırlık hocası oluyor kendisi,1
dgknmrt,TR106,Jan Buts,"Bu ders beni çok üzüyor, ağır geliyor. Henüz alan hakkında bir research paper yazabilecek kadar bilgi birikimim veya merakım veya motivasyonum yok. Umarım alnımın akıyla geçerim ama mücadelemi asla unutmayacağım :(",0
katyazamo,TR106,Jan Buts,katyazamo TR106 dersini Jan Buts hocasından şiddetle önermiyor.,0
eternally,TR48Y,Jan Buts,eternally TR48Y dersini Jan Buts hocasından kesinlikle öneriyor.,1
k-nimo,TR111,Jan Buts,Dersi alırken anlamayacaksınız ama sonradan kıymetini anlıyorsunuz :’) Aldığım en eğlenceli derslerden biriydi. Sene başında bayıp sıksa da sene sonunda keşke devam etse dedik. Öğrenciler derse dahil oldukça çok daha güzel geçen bir course bence. Kendinizi kapatmayın ve derse katılın. Jan hoca sizi fazla sıkmaz. Notu kıt da değil bol da değil. Sunumlara-ödevlere ve derse katılıma önem verirseniz rahat AA-BA alabileceğiniz bir ders. İşleyeceğiniz konular da bir nevi genel kültür bombaları olucak zaman zaman. O yüzden mutlu olacağınızı düşünüyorum.,1
nickim,TR106,Jan Buts,"Aldığım en hafif derslerden biri, adını soyadını yazabilen biri research paperları da rahatlıkla yazar",1
avokado,TR48Y,Jan Buts,avokado TR48Y dersini Jan Buts hocasından kesinlikle öneriyor.,1
beabee,TR111,Jan Buts,"Jan hocamız alanında çok yetkin. 111 dersinin amacı etkili bir şekilde düşüncelerimizi aktarmak ve istediğimiz noktaları vurgulayabilmek. Kendisi de bunu slaytlarına ve ders anlatımına yedirmiş bir hoca. Başta fark etmiyorsunuz ama sonradan slaytlarındaki cümlelerin ya da anlattıklarının belli bir amacı olduğunu, belli bir noktaya parmak bastığını görüyorsunuz. Ayrıca dersi interaktif hale getirmek için çok güzel, düşündürücü sorular ve etkinlikler yöneltiyor bize.  Kendisi zaten linguistic ve corpus alanında uzman biri (109 dersinde okuduğumuz bir kitabın yazarı olan) Mona Bakers ve Henry Jones’la ortak çalışmaları da var. Bu hocanın dersindeyken gerçekten Boğaziçi’nde okuduğumu hissediyorum.  Ek olarak online derslerinde kamera açımını zorunlu tutmuyor. Çok tatlı, bilgin bir hoca. Böyle birinden ders alma fırsatını kaçırmayın derim.",1
k-nimo,TR106,Jan Buts,"Research paper dersi hocalardan bağımsız olarak çok sıkıcı. Jan hocadan alıp almamak biraz da size göre değişen bir şey. Genel olarak rahat, fazla assignment olmayan, olsa bile en fazla 15dk isteyen bir ders işleyişi var o yüzden kendinizi sene içinde fazla sıkmayıp zamanı gelince yapmanız gerekenleri yapmaya hazırsanız size uygun. Dersi takip etmekte zorlanabilirsiniz, boğucu olabiliyor ama bunun research paper konusundan kaynaklı oldugunu düşünüyorum ancak hoca ara sıra sizi derse dahil etmeye çalışıyor. Pür dikkat dinleyin ve derslerden bir iki gün sonra slaytları okuyup tekrar edin. Final paperda fazla bir beklentisi yok. Guidelinelara uysanız yeter. Notlandırması biraz tartışmalı olabilir ama ben şahsen hak edilen notları verdiğini düşünüyorum.",0.5
bilimbarbarı,CHEM107,Eliza Kalvo,bilimbarbarı CHEM107 dersini Eliza Kalvo hocasından kesinlikle öneriyor.,1
pancarhan,CHEM107,Eliza Kalvo,pancarhan CHEM107 dersini Eliza Kalvo hocasından kesinlikle öneriyor.,1
azula,CHEM108,Eliza Kalvo,azula CHEM108 dersini Eliza Kalvo hocasından kesinlikle öneriyor.,1
Heisenberg,CHEM108,Eliza Kalvo,dünyalar tatlısı bir hoca. ne yazık ki bu dönem emekli oluyor. Online dönemde lab dersini sevdirebilen birisi kendisi,1
sevde göktaş,CHEM107,Eliza Kalvo,sevde göktaş CHEM107 dersini Eliza Kalvo hocasından ne iyi ne kötü buluyor.,0.5
beniburdaboun,ENGG110,Feza Baykal,hoca gayet iyi ancak bu ders endüstricilere neden veriliyor hala anlamıyorum. çizen arkadaşlarınızdan yardım isterseniz ya da mimar sinan'daki öğrencilere parayla çizdirirseniz dersi bir şey öğrenmeden AA'yla geçebilirsiniz.,1
